;hh_number;factor;income;hh_structure;education;domicile_size;age;age_cat
2310;155300;2022;47515.03;ampliado;Primaria incompleta;2500-15000;58;55-64
2311;155304;1322;23664.28;nuclear;Primaria completa;<2500;51;45-54
2312;155312;339;54046.69;nuclear;Preparatoria completa;2500-15000;36;35-44
2313;155314;339;28345.93;ampliado;Primaria incompleta;2500-15000;54;45-54
2314;155321;1440;31084.48;nuclear;Secundaria completa;2500-15000;26;25-34
2315;155328;1303;52392.22;coresidente;Profesional completa;<2500;31;25-34
2316;155332;1446;29505.17;nuclear;Secundaria completa;<2500;26;25-34
2317;155336;1446;23136.79;nuclear;Primaria incompleta;<2500;55;55-64
2318;156007;1129;29284.47;nuclear;Primaria incompleta;>100000;68;65-74
2319;156015;1129;19743.59;nuclear;Primaria completa;>100000;58;55-64
2320;156021;1363;63246.68;ampliado;Sin instruccion;<2500;47;45-54
2321;156029;1271;20442.59;nuclear;Secundaria completa;15000-100000;38;35-44
2322;156050;1234;18542.36;nuclear;Primaria incompleta;<2500;32;25-34
2323;156051;1467;46408.06;nuclear;Primaria incompleta;<2500;49;45-54
2324;156055;1467;23027.52;nuclear;Secundaria completa;<2500;34;25-34
2325;156062;1503;21383.01;nuclear;Preparatoria incompleta;<2500;32;25-34
2326;156064;1503;38809.48;ampliado;Primaria completa;<2500;47;45-54
2327;156071;1327;20828.54;nuclear;Primaria completa;<2500;29;25-34
2328;156072;1327;30307.29;ampliado;Preparatoria completa;<2500;52;45-54
2329;156083;1520;13546.78;nuclear;Secundaria completa;<2500;26;25-34
2330;156097;2050;32177.32;nuclear;Primaria incompleta;>100000;47;45-54
2331;156100;1410;7276.78;nuclear;Primaria incompleta;>100000;66;65-74
2332;156113;1807;16598.05;nuclear;Secundaria completa;>100000;41;35-44
2333;156116;1807;28633.69;nuclear;Secundaria completa;>100000;32;25-34
2334;156124;1807;8993.43;nuclear;Primaria completa;>100000;30;25-34
2335;156125;1861;28928.55;nuclear;Preparatoria incompleta;<2500;36;35-44
2336;156148;1918;27028.37;nuclear;Primaria incompleta;<2500;33;25-34
2337;156156;1323;60326.79;ampliado;Preparatoria completa;<2500;35;35-44
2338;156160;1191;35696.91;nuclear;Primaria incompleta;<2500;48;45-54
2339;156164;1191;10127.47;nuclear;Secundaria completa;<2500;58;55-64
2340;156170;1325;67307.68;nuclear;Secundaria completa;<2500;46;45-54
2341;156174;1325;39519.25;ampliado;Sin instruccion;<2500;55;55-64
2342;156181;1525;15711.82;nuclear;Sin instruccion;<2500;80;>=75
2343;156188;482;82985.35;ampliado;Preparatoria completa;2500-15000;41;35-44
2344;156212;1410;11744.95;nuclear;Primaria completa;<2500;82;>=75
2345;156215;1670;43518.05;nuclear;Primaria completa;2500-15000;38;35-44
2346;156227;1500;33591.27;nuclear;Preparatoria incompleta;<2500;47;45-54
2347;156251;1447;31460.42;nuclear;Secundaria incompleta;<2500;53;45-54
2348;156256;2064;13301.12;nuclear;Primaria completa;<2500;46;45-54
2349;156260;1643;124337.48;nuclear;Profesional completa;<2500;56;55-64
2350;156276;1258;93002.38;nuclear;Profesional completa;<2500;63;55-64
2351;156278;1258;18371.92;ampliado;Primaria completa;<2500;40;35-44
2352;156284;1762;3760.23;nuclear;Secundaria completa;<2500;17;<25
2353;156285;1477;113518.36;nuclear;Secundaria completa;<2500;61;55-64
2354;156291;2884;30984.09;nuclear;Secundaria incompleta;15000-100000;53;45-54
2355;156322;1529;28901.48;nuclear;Primaria incompleta;<2500;56;55-64
2356;156329;1472;14835.27;unipersonal;Secundaria completa;<2500;26;25-34
2357;157018;1417;27825.63;ampliado;Profesional completa;<2500;33;25-34
2358;157022;1703;61868.03;ampliado;Secundaria incompleta;2500-15000;63;55-64
2359;157040;1606;16143.82;nuclear;Secundaria incompleta;<2500;21;<25
2360;157046;1339;24466.41;ampliado;Sin instruccion;<2500;48;45-54
2361;157061;1190;21163.55;ampliado;Secundaria completa;<2500;60;55-64
2362;157087;1533;25590.52;nuclear;Secundaria completa;<2500;40;35-44
2363;157088;1533;27073.52;nuclear;Profesional completa;<2500;36;35-44
2364;157106;1591;70240.96;nuclear;Profesional completa;<2500;78;>=75
2365;157112;1202;20154.77;ampliado;Primaria completa;<2500;63;55-64
2366;157119;1233;14918.53;nuclear;Preparatoria completa;<2500;58;55-64
2367;157120;1233;19029.64;nuclear;Profesional completa;<2500;28;25-34
2368;157124;1337;22210.33;nuclear;Secundaria completa;<2500;35;35-44
2369;157126;1243;24043.32;nuclear;Secundaria completa;<2500;41;35-44
2370;157129;1243;11792.03;nuclear;Secundaria completa;<2500;31;25-34
2371;157134;482;34393.34;nuclear;Secundaria completa;2500-15000;28;25-34
2372;157136;1497;28305.86;ampliado;Primaria completa;<2500;58;55-64
2373;157141;1971;12993.34;ampliado;Primaria incompleta;2500-15000;67;65-74
2374;157146;1258;165072.98;nuclear;Profesional completa;2500-15000;59;55-64
2375;157147;1258;92476.09;nuclear;Profesional completa;2500-15000;43;35-44
2376;157156;1903;31675.09;nuclear;Secundaria completa;2500-15000;44;35-44
2377;157157;1903;22360.69;nuclear;Primaria completa;2500-15000;51;45-54
2378;157159;1903;28276.77;ampliado;Primaria completa;2500-15000;48;45-54
2379;157170;1663;7430.19;nuclear;Secundaria completa;>100000;39;35-44
2380;157180;1367;44530.93;nuclear;Secundaria completa;2500-15000;38;35-44
2381;157187;411;7323.41;nuclear;Primaria incompleta;2500-15000;34;25-34
2382;157199;1418;15697.77;nuclear;Primaria incompleta;<2500;68;65-74
2383;157207;1302;28480.32;nuclear;Secundaria completa;<2500;31;25-34
2384;157208;1302;12397.64;nuclear;Secundaria incompleta;<2500;30;25-34
2385;157210;1515;53244.58;ampliado;Preparatoria completa;<2500;53;45-54
2386;157219;1548;36097.92;unipersonal;Secundaria incompleta;<2500;34;25-34
2387;157231;1189;8422.85;nuclear;Primaria completa;<2500;28;25-34
2388;157245;1252;6016.32;nuclear;Secundaria completa;<2500;30;25-34
2389;157250;1558;19713.57;nuclear;Secundaria completa;<2500;61;55-64
2390;157251;1558;66029.18;nuclear;Profesional incompleta;<2500;29;25-34
2391;157260;1273;31635.82;nuclear;Secundaria completa;<2500;36;35-44
2392;157266;1484;33551.65;nuclear;Secundaria completa;<2500;29;25-34
2393;157273;1995;15567.27;nuclear;Secundaria completa;<2500;26;25-34
2394;157279;1370;70270.75;nuclear;Primaria completa;<2500;54;45-54
2395;157286;348;32461.6;nuclear;Profesional incompleta;2500-15000;53;45-54
2396;157290;1368;3760.2;nuclear;Primaria completa;>100000;25;25-34
2397;157301;1353;27704.22;nuclear;Primaria incompleta;>100000;64;55-64
2398;157305;1353;22546.18;nuclear;Sin instruccion;>100000;36;35-44
2399;157307;1353;7131.38;nuclear;Secundaria completa;>100000;35;35-44
2400;157311;3648;8029.82;unipersonal;Secundaria incompleta;15000-100000;76;>=75
2401;157326;1440;31262.85;nuclear;Secundaria completa;2500-15000;53;45-54
2402;157328;1380;16244.1;ampliado;Secundaria completa;<2500;52;45-54
2403;157332;1380;72321.24;nuclear;Secundaria completa;<2500;45;45-54
2404;158002;924;17749.49;unipersonal;Secundaria completa;15000-100000;27;25-34
2405;158008;1739;67650.77;nuclear;Profesional completa;<2500;80;>=75
2406;158009;1739;214747.1;nuclear;Posgrado;<2500;67;65-74
2407;158013;1747;15370.08;nuclear;Primaria incompleta;<2500;72;65-74
2408;158015;1747;20970.6;nuclear;Primaria completa;<2500;29;25-34
2409;158016;1622;144122.34;ampliado;Preparatoria completa;<2500;42;35-44
2410;158022;1405;59643.18;ampliado;Primaria incompleta;<2500;54;45-54
2411;158024;1405;19710.34;ampliado;Primaria completa;<2500;42;35-44
2412;158033;1212;20934.3;nuclear;Secundaria completa;15000-100000;30;25-34
2413;158036;1523;11001.48;unipersonal;Secundaria completa;<2500;42;35-44
2414;158042;1285;23273.34;ampliado;Secundaria completa;<2500;32;25-34
2415;158046;818;11231.37;nuclear;Primaria incompleta;<2500;58;55-64
2416;158077;1313;29368.95;nuclear;Secundaria completa;<2500;54;45-54
2417;158083;1246;23183.64;nuclear;Primaria completa;<2500;48;45-54
2418;158087;1760;200128.7;nuclear;Profesional completa;<2500;61;55-64
2419;158089;1760;436856.85;nuclear;Profesional completa;<2500;52;45-54
2420;158091;1278;56373.13;ampliado;Primaria completa;<2500;61;55-64
2421;158100;1849;11896.77;unipersonal;Primaria completa;>100000;59;55-64
2422;158101;1849;12074.27;nuclear;Secundaria completa;>100000;58;55-64
2423;158102;1849;46528.47;nuclear;Secundaria completa;>100000;34;25-34
2424;158107;1009;18450.14;nuclear;Secundaria completa;15000-100000;30;25-34
2425;158116;1840;58667.22;nuclear;Preparatoria completa;2500-15000;49;45-54
2426;158122;1706;113362.09;ampliado;Primaria completa;2500-15000;72;65-74
2427;158159;1747;117626.95;ampliado;Profesional completa;<2500;66;65-74
2428;158165;1214;11770.84;nuclear;Primaria completa;<2500;47;45-54
2429;158170;1413;45487.11;ampliado;Sin instruccion;<2500;71;65-74
2430;158181;2122;16181.61;nuclear;Secundaria completa;2500-15000;27;25-34
2431;158190;1079;16921.64;ampliado;Sin instruccion;15000-100000;77;>=75
2432;158192;1079;20529.51;ampliado;Secundaria completa;15000-100000;23;<25
2433;158203;1929;9426.7;nuclear;Primaria completa;>100000;31;25-34
2434;158208;1929;8620.14;ampliado;Primaria incompleta;>100000;35;35-44
2435;158210;800;21046.23;nuclear;Primaria incompleta;15000-100000;47;45-54
2436;158212;800;15133.19;nuclear;Secundaria incompleta;15000-100000;43;35-44
2437;158214;800;28048.57;nuclear;Primaria completa;15000-100000;30;25-34
2438;158215;1662;37495.09;nuclear;Primaria incompleta;<2500;64;55-64
2439;158218;1662;30961.82;nuclear;Secundaria completa;<2500;47;45-54
2440;158222;1463;59887.23;nuclear;Primaria incompleta;2500-15000;54;45-54
2441;158223;1463;14795.34;nuclear;Primaria incompleta;2500-15000;29;25-34
2442;158224;1463;13561.3;nuclear;Primaria completa;2500-15000;30;25-34
2443;158226;1422;62054.84;nuclear;Preparatoria completa;<2500;50;45-54
2444;158230;1075;14694.62;nuclear;Primaria incompleta;<2500;52;45-54
2445;158230;1075;8468.88;nuclear;Secundaria incompleta;<2500;29;25-34
2446;158242;1678;31089.01;nuclear;Primaria incompleta;<2500;37;35-44
2447;158245;291;57646.59;nuclear;Profesional incompleta;15000-100000;49;45-54
2448;158261;1955;27659.16;nuclear;Secundaria completa;2500-15000;38;35-44
2449;158271;1334;13278.01;ampliado;Primaria completa;<2500;38;35-44
2450;158273;1334;21525.11;nuclear;Posgrado;<2500;30;25-34
2451;158275;5557;6710.59;nuclear;Sin instruccion;15000-100000;47;45-54
2452;158286;881;16551.71;nuclear;Secundaria completa;<2500;29;25-34
2453;158290;452;42344.4;unipersonal;Profesional completa;15000-100000;27;25-34
2454;158299;1715;13812.45;nuclear;Primaria completa;<2500;48;45-54
2455;158300;1212;20567.32;nuclear;Sin instruccion;>100000;33;25-34
2456;158310;1212;18117.45;nuclear;Preparatoria completa;>100000;30;25-34
2457;158325;880;11745.58;nuclear;Primaria completa;15000-100000;32;25-34
2458;158329;1490;18702.16;nuclear;Primaria incompleta;<2500;56;55-64
2459;159008;1331;17419.78;ampliado;Primaria incompleta;<2500;59;55-64
2460;159019;1684;15123.1;nuclear;Secundaria completa;<2500;33;25-34
2461;159020;1684;22785.44;nuclear;Secundaria completa;<2500;33;25-34
2462;159025;1372;17744.42;nuclear;Secundaria completa;<2500;35;35-44
2463;159034;2309;21154.11;nuclear;Primaria completa;2500-15000;38;35-44
2464;159035;2309;42209.85;ampliado;Primaria completa;2500-15000;44;35-44
2465;159042;1483;5276.99;unipersonal;Sin instruccion;<2500;80;>=75
2466;159045;1483;27423.09;nuclear;Secundaria completa;<2500;35;35-44
2467;159060;1196;110801.44;ampliado;Primaria completa;<2500;60;55-64
2468;159065;1197;34278.9;nuclear;Primaria completa;<2500;53;45-54
2469;159068;1277;11480.43;unipersonal;Primaria incompleta;<2500;75;>=75
2470;159072;2371;108885.8;nuclear;Profesional completa;<2500;54;45-54
2471;159081;1725;37641.23;ampliado;Secundaria completa;<2500;35;35-44
2472;159082;1725;49311.67;nuclear;Secundaria completa;<2500;31;25-34
2473;159087;1400;17946.01;nuclear;Preparatoria completa;2500-15000;29;25-34
2474;159091;748;39844.12;ampliado;Profesional completa;15000-100000;66;65-74
2475;159092;748;35539.18;nuclear;Profesional incompleta;15000-100000;40;35-44
2476;159102;2164;22650.31;nuclear;Primaria completa;2500-15000;49;45-54
2477;159104;2164;6008.96;unipersonal;Primaria completa;2500-15000;66;65-74
2478;159105;2164;13005.81;nuclear;Secundaria completa;2500-15000;38;35-44
2479;159122;1452;43411.2;nuclear;Primaria incompleta;<2500;63;55-64
2480;159140;1229;17391.45;ampliado;Primaria completa;<2500;44;35-44
2481;159147;1226;220019.62;compuesto;Primaria completa;<2500;52;45-54
2482;159154;1079;11542.97;nuclear;Secundaria completa;15000-100000;31;25-34
2483;159158;800;71172.93;ampliado;Secundaria completa;15000-100000;52;45-54
2484;159173;1346;47687.99;nuclear;Secundaria completa;<2500;48;45-54
2485;159175;1346;95174.33;nuclear;Profesional completa;<2500;50;45-54
2486;159182;1510;22718.86;nuclear;Secundaria completa;>100000;35;35-44
2487;159199;1171;12476.48;unipersonal;Secundaria completa;<2500;27;25-34
2488;159201;1144;58450.4;nuclear;Profesional completa;<2500;61;55-64
2489;159203;1144;56839.35;nuclear;Preparatoria completa;<2500;54;45-54
2490;159209;1215;13005.86;unipersonal;Primaria completa;<2500;57;55-64
2491;159212;3256;55523.68;nuclear;Secundaria completa;2500-15000;42;35-44
2492;159213;3256;37599.43;nuclear;Secundaria completa;2500-15000;43;35-44
2493;159220;1504;31221.47;ampliado;Primaria completa;<2500;55;55-64
2494;159228;4306;8846.96;nuclear;Secundaria completa;15000-100000;24;<25
2495;159229;4306;40796.97;nuclear;Secundaria completa;15000-100000;36;35-44
2496;159235;1589;28501.84;ampliado;Primaria completa;<2500;46;45-54
2497;159249;1662;13872.87;nuclear;Primaria completa;<2500;33;25-34
2498;159251;1665;22603.4;ampliado;Primaria incompleta;<2500;48;45-54
2499;159255;1665;38701.8;compuesto;Secundaria completa;<2500;28;25-34
2500;159256;1555;48116.46;nuclear;Secundaria incompleta;<2500;47;45-54
2501;159270;1110;30472.91;nuclear;Profesional completa;<2500;43;35-44
2502;159281;1559;50369.76;nuclear;Primaria incompleta;<2500;35;35-44
2503;159284;1559;59950.19;ampliado;Secundaria completa;<2500;50;45-54
2504;159290;1366;23597.15;nuclear;Preparatoria incompleta;2500-15000;46;45-54
2505;159292;2410;36224.73;ampliado;Secundaria incompleta;>100000;70;65-74
2506;159295;2410;3024.6;nuclear;Primaria completa;>100000;54;45-54
2507;159299;4120;33839.37;nuclear;Secundaria completa;15000-100000;29;25-34
2508;159306;1142;16831.96;nuclear;Primaria completa;>100000;39;35-44
2509;159307;1142;6603.71;nuclear;Secundaria completa;>100000;37;35-44
2510;159308;1142;10195.98;nuclear;Secundaria completa;>100000;34;25-34
2511;159311;1142;9981.21;nuclear;Primaria completa;>100000;37;35-44
2512;159316;1901;405802;nuclear;Profesional completa;<2500;67;65-74
2513;159317;1901;41033.92;unipersonal;Secundaria completa;<2500;62;55-64
2514;159318;1901;108885.9;nuclear;Preparatoria completa;<2500;46;45-54
2515;161006;2614;8227.4;nuclear;Primaria completa;15000-100000;28;25-34
2516;161014;2530;21241.64;ampliado;Profesional incompleta;15000-100000;26;25-34
2517;161026;145;93370.47;nuclear;Primaria completa;2500-15000;66;65-74
2518;161038;14009;28421.91;ampliado;Secundaria completa;15000-100000;38;35-44
2519;161045;1162;13661.71;nuclear;Primaria completa;<2500;31;25-34
2520;161046;2608;20090.3;nuclear;Primaria incompleta;15000-100000;75;>=75
2521;161055;997;12605.35;nuclear;Primaria incompleta;>100000;47;45-54
2522;161056;997;15447.55;nuclear;Primaria incompleta;>100000;42;35-44
2523;161067;2822;4633.28;ampliado;Primaria incompleta;>100000;54;45-54
2524;161073;132;11667.94;ampliado;Primaria completa;2500-15000;78;>=75
2525;161075;132;9410.64;nuclear;Secundaria completa;2500-15000;32;25-34
2526;162003;743;33129.49;nuclear;Sin instruccion;2500-15000;47;45-54
2527;162010;1697;16108.01;nuclear;Sin instruccion;>100000;66;65-74
2528;162016;2614;6266.01;nuclear;Primaria incompleta;15000-100000;41;35-44
2529;162031;651;216313.08;ampliado;Secundaria completa;2500-15000;56;55-64
2530;162038;1387;40565.13;nuclear;Secundaria completa;<2500;87;>=75
2531;162046;1936;9542.64;ampliado;Sin instruccion;>100000;72;65-74
2532;162048;1936;2631.42;nuclear;Sin instruccion;>100000;56;55-64
2533;162049;1936;10586.13;nuclear;Secundaria completa;>100000;36;35-44
2534;162063;1420;15052.51;nuclear;Secundaria incompleta;<2500;35;35-44
2535;162079;1059;12098.4;nuclear;Secundaria completa;2500-15000;32;25-34
2536;163002;789;24917.78;nuclear;Primaria completa;2500-15000;65;65-74
2537;163010;475;10439.94;nuclear;Primaria completa;2500-15000;35;35-44
2538;163018;1859;395418.11;nuclear;Primaria completa;>100000;40;35-44
2539;163022;1859;46469.98;nuclear;Primaria incompleta;>100000;73;65-74
2540;163033;1657;25149.57;ampliado;Primaria incompleta;>100000;53;45-54
2541;163036;1657;26760.68;ampliado;Sin instruccion;>100000;44;35-44
2542;163044;951;53737.15;nuclear;Primaria completa;2500-15000;55;55-64
2543;163058;1364;68480.08;nuclear;Preparatoria completa;<2500;45;45-54
2544;163061;193;25391.09;nuclear;Primaria incompleta;<2500;37;35-44
2545;163068;1322;16907.56;nuclear;Secundaria completa;<2500;59;55-64
2546;163069;1189;20869.84;nuclear;Secundaria completa;<2500;37;35-44
2547;163078;1059;44096.75;nuclear;Preparatoria incompleta;2500-15000;51;45-54
2548;164002;789;86705.28;ampliado;Secundaria incompleta;2500-15000;28;25-34
2549;164012;743;31279.49;nuclear;Secundaria completa;2500-15000;33;25-34
2550;164024;951;51619.97;nuclear;Secundaria completa;2500-15000;49;45-54
2551;164025;951;45298.59;nuclear;Secundaria completa;2500-15000;42;35-44
2552;164030;651;8334.85;nuclear;Primaria completa;2500-15000;37;35-44
2553;164031;1570;25255.43;ampliado;Sin instruccion;<2500;45;45-54
2554;164032;1570;14518.12;nuclear;Secundaria completa;<2500;22;<25
2555;164040;227;18954.16;nuclear;Secundaria incompleta;<2500;41;35-44
2556;164042;1414;23502.94;nuclear;Primaria incompleta;<2500;62;55-64
2557;164047;1936;8862.09;ampliado;Sin instruccion;>100000;44;35-44
2558;164071;1553;27120.61;ampliado;Primaria completa;<2500;40;35-44
2559;165002;1697;7723.98;ampliado;Sin instruccion;>100000;67;65-74
2560;165002;1697;6663.07;nuclear;Primaria incompleta;>100000;41;35-44
2561;165003;1697;10247.85;ampliado;Sin instruccion;>100000;65;65-74
2562;165015;2614;2105.72;ampliado;Primaria completa;15000-100000;53;45-54
2563;165023;3034;33340.52;nuclear;Primaria completa;2500-15000;49;45-54
2564;165042;1032;154850.26;nuclear;Preparatoria completa;<2500;48;45-54
2565;165052;2608;23163.02;ampliado;Primaria incompleta;15000-100000;64;55-64
2566;165054;2608;15442.92;nuclear;Secundaria incompleta;15000-100000;22;<25
2567;165068;1007;66204.82;nuclear;Primaria incompleta;<2500;64;55-64
2568;165075;1778;25970.99;ampliado;Secundaria completa;>100000;41;35-44
2569;165076;1778;26787.69;ampliado;Sin instruccion;>100000;46;45-54
2570;165085;1059;81170.23;ampliado;Preparatoria completa;2500-15000;46;45-54
2571;166003;3329;20425.41;nuclear;Preparatoria incompleta;15000-100000;18;<25
2572;166014;1332;17296.95;ampliado;Primaria completa;>100000;47;45-54
2573;166022;3631;21934.52;nuclear;Secundaria completa;2500-15000;23;<25
2574;166025;3631;39921.46;ampliado;Sin instruccion;2500-15000;59;55-64
2575;166032;983;35747.1;nuclear;Profesional completa;<2500;56;55-64
2576;166039;1834;27173.89;ampliado;Secundaria completa;<2500;59;55-64
2577;166047;2608;18951.44;nuclear;Secundaria incompleta;15000-100000;28;25-34
2578;166048;2608;40991.23;nuclear;Secundaria completa;15000-100000;52;45-54
2579;166049;2608;16043.52;ampliado;Primaria incompleta;15000-100000;28;25-34
2580;166055;997;8597.35;nuclear;Primaria completa;>100000;54;45-54
2581;166057;997;6267.03;ampliado;Primaria incompleta;>100000;65;65-74
2582;166058;997;5891.01;nuclear;Primaria completa;>100000;37;35-44
2583;166062;997;16798.59;nuclear;Primaria incompleta;>100000;61;55-64
2584;166066;1290;21864.39;ampliado;Primaria incompleta;<2500;59;55-64
2585;166068;1382;45632;nuclear;Secundaria incompleta;<2500;37;35-44
2586;166069;1382;14100.75;nuclear;Secundaria incompleta;<2500;21;<25
2587;166076;132;25469.32;ampliado;Profesional completa;2500-15000;50;45-54
2588;167001;789;13712.21;nuclear;Secundaria incompleta;2500-15000;49;45-54
2589;167003;789;9850.78;ampliado;Sin instruccion;2500-15000;66;65-74
2590;167014;3329;35018.03;nuclear;Preparatoria incompleta;15000-100000;32;25-34
2591;167016;1657;18523.26;ampliado;Primaria incompleta;>100000;54;45-54
2592;167020;1657;10979.84;unipersonal;Primaria incompleta;>100000;22;<25
2593;167025;1657;25800;ampliado;Secundaria incompleta;>100000;19;<25
2594;167028;3183;15869.11;nuclear;Secundaria incompleta;2500-15000;35;35-44
2595;167035;1332;24326;nuclear;Primaria incompleta;>100000;40;35-44
2596;167042;3631;16820.68;unipersonal;Primaria incompleta;2500-15000;60;55-64
2597;167055;956;122378.13;coresidente;Preparatoria incompleta;<2500;35;35-44
2598;167056;1380;71133.05;ampliado;Secundaria completa;<2500;57;55-64
2599;167060;1380;19512.63;nuclear;Secundaria completa;<2500;26;25-34
2600;167071;132;17978.82;ampliado;Secundaria completa;2500-15000;31;25-34
2601;167072;132;23042.68;ampliado;Primaria completa;2500-15000;56;55-64
2602;168001;789;49946.31;nuclear;Secundaria completa;2500-15000;26;25-34
2603;168005;789;29283.22;unipersonal;Preparatoria completa;2500-15000;23;<25
2604;168008;475;11818.17;nuclear;Secundaria completa;2500-15000;37;35-44
2605;168011;743;4052.98;nuclear;Primaria incompleta;2500-15000;63;55-64
2606;168012;743;31592;ampliado;Secundaria completa;2500-15000;50;45-54
2607;168016;1859;25255.46;ampliado;Primaria incompleta;>100000;74;65-74
2608;168024;1859;10767.6;nuclear;Secundaria completa;>100000;28;25-34
2609;168028;951;53641.65;unipersonal;Secundaria incompleta;2500-15000;80;>=75
2610;168035;651;40564.99;nuclear;Preparatoria completa;2500-15000;44;35-44
2611;168042;1231;18450.16;nuclear;Preparatoria incompleta;<2500;36;35-44
2612;168046;1231;34026.88;nuclear;Sin instruccion;<2500;49;45-54
2613;168054;1346;93258.55;nuclear;Profesional completa;>100000;46;45-54
2614;168055;1346;14572.65;nuclear;Primaria incompleta;>100000;55;55-64
2615;168056;1346;10758.54;nuclear;Primaria completa;>100000;70;65-74
2616;168062;2587;19412.92;nuclear;Preparatoria incompleta;<2500;69;65-74
2617;168063;2587;58979.78;nuclear;Preparatoria completa;<2500;48;45-54
2618;168067;2403;21441.61;nuclear;Preparatoria completa;<2500;34;25-34
2619;168072;1225;75615.05;ampliado;Preparatoria completa;<2500;54;45-54
2620;168073;1225;41260.62;ampliado;Primaria incompleta;<2500;61;55-64
2621;168074;1225;28128.82;nuclear;Primaria completa;<2500;60;55-64
2622;168076;1059;27523.86;unipersonal;Preparatoria completa;2500-15000;41;35-44
2623;169014;3962;23748.24;nuclear;Secundaria completa;2500-15000;27;25-34
2624;169029;1437;74262.15;ampliado;Primaria incompleta;<2500;64;55-64
2625;169030;1437;13169.16;nuclear;Sin instruccion;<2500;73;65-74
2626;169031;1253;41890.89;nuclear;Preparatoria completa;<2500;61;55-64
2627;169035;1253;44111.91;ampliado;Profesional completa;<2500;35;35-44
2628;169038;1542;41291.34;unipersonal;Secundaria incompleta;<2500;52;45-54
2629;169039;1542;52018.17;nuclear;Secundaria completa;<2500;46;45-54
2630;169044;2608;17039.71;nuclear;Sin instruccion;15000-100000;53;45-54
2631;169047;2822;16611.13;nuclear;Preparatoria completa;>100000;46;45-54
2632;169049;2822;12063.14;nuclear;Sin instruccion;>100000;51;45-54
2633;169051;2822;8462.86;nuclear;Primaria completa;>100000;44;35-44
2634;169070;1778;2394.48;ampliado;Primaria incompleta;>100000;49;45-54
2635;169079;1059;5545.13;unipersonal;Sin instruccion;2500-15000;63;55-64
2636;171008;178;15572.22;nuclear;Secundaria completa;>100000;32;25-34
2637;171009;178;17395.23;unipersonal;Profesional incompleta;>100000;28;25-34
2638;171012;627;40498.73;unipersonal;Profesional completa;<2500;52;45-54
2639;171021;728;34106.29;ampliado;Primaria completa;<2500;57;55-64
2640;171034;660;114086.57;ampliado;Primaria incompleta;<2500;63;55-64
2641;171038;947;16753.97;nuclear;Secundaria completa;<2500;26;25-34
2642;171056;564;12206.97;ampliado;Sin instruccion;>100000;72;65-74
2643;172006;939;22270.17;ampliado;Primaria completa;<2500;71;65-74
2644;172017;1383;10609.45;nuclear;Primaria incompleta;2500-15000;74;65-74
2645;172026;1405;13372.79;nuclear;Sin instruccion;15000-100000;78;>=75
2646;172037;840;56358.58;nuclear;Profesional completa;2500-15000;60;55-64
2647;172038;840;29016.1;nuclear;Primaria completa;2500-15000;51;45-54
2648;172046;530;13726.67;nuclear;Secundaria completa;>100000;36;35-44
2649;172051;1346;46070.88;nuclear;Secundaria completa;15000-100000;44;35-44
2650;173008;178;21391.1;nuclear;Secundaria completa;>100000;30;25-34
2651;173013;895;37558.53;unipersonal;Preparatoria completa;<2500;50;45-54
2652;173020;1030;31144.33;unipersonal;Preparatoria completa;<2500;28;25-34
2653;173028;781;10283.67;nuclear;Primaria completa;<2500;56;55-64
2654;173038;907;46425.65;nuclear;Secundaria completa;<2500;42;35-44
2655;173046;651;122597.32;nuclear;Profesional completa;2500-15000;47;45-54
2656;174004;711;16862.23;nuclear;Sin instruccion;<2500;64;55-64
2657;174006;817;44691.53;ampliado;Preparatoria completa;<2500;31;25-34
2658;174011;1143;28254.9;nuclear;Secundaria completa;<2500;38;35-44
2659;174012;1143;24554.77;nuclear;Primaria completa;<2500;47;45-54
2660;174016;1613;11745.58;nuclear;Secundaria completa;>100000;33;25-34
2661;174018;1613;36536.22;ampliado;Primaria incompleta;>100000;62;55-64
2662;174019;1613;16691.82;nuclear;Primaria incompleta;>100000;48;45-54
2663;174023;1613;14188.45;ampliado;Sin instruccion;>100000;78;>=75
2664;174024;1613;10331.05;ampliado;Primaria completa;>100000;16;<25
2665;174028;62;23788.52;ampliado;Secundaria completa;2500-15000;42;35-44
2666;174036;355;44796.88;nuclear;Secundaria completa;2500-15000;38;35-44
2667;174042;1346;24635.41;ampliado;Secundaria completa;15000-100000;42;35-44
2668;174043;1346;13408.05;nuclear;Secundaria completa;15000-100000;37;35-44
2669;174045;1346;31253.75;unipersonal;Secundaria completa;15000-100000;37;35-44
2670;174053;1536;7712.77;nuclear;Primaria incompleta;2500-15000;50;45-54
2671;175009;782;50163.48;nuclear;Profesional completa;<2500;36;35-44
2672;175011;741;24079.9;ampliado;Primaria completa;<2500;63;55-64
2673;175015;741;26070.72;nuclear;Secundaria completa;<2500;38;35-44
2674;175021;1612;61687.58;nuclear;Secundaria completa;<2500;35;35-44
2675;175027;1440;122382.3;nuclear;Profesional completa;<2500;46;45-54
2676;175034;62;9573.97;nuclear;Primaria incompleta;2500-15000;38;35-44
2677;175036;1405;19638.31;nuclear;Primaria completa;15000-100000;46;45-54
2678;175052;530;17110.5;ampliado;Secundaria completa;>100000;43;35-44
2679;175053;530;14278.38;ampliado;Secundaria completa;>100000;32;25-34
2680;176007;530;86816.1;nuclear;Profesional completa;<2500;45;45-54
